id,trialid,source_register,date_registration,date_enrollement,retrospective_registration,normed_spon_names,recruitment_status,phase,study_type,countries,public_title,study_category,intervention,intervention_list,target_enrollment,web_address,trial_status,pcd_auto,scd_auto,rcd_auto,tabular_results,potential_other_results,registry_scraped,is_clinical_trial_manual,is_covid_manual,rcd_manual,pcd_manual,scd_manual,comments,is_intervention,is_reg_2020,is_not_withdrawn,is_eligible_study,is_rcd_cutoff_1,has_auto_reg_results_cutoff_1,is_searched_cutoff_1,is_not_withdrawn_manual,is_rcd_cutoff_1_manual,is_analysis_pop_cutoff_1,is_dupe,dupe_primary
tri03371,NCT04375397,ClinicalTrials.gov,2020-05-04,2020-06-06,FALSE,AbbVie,Recruiting,Phase 2,Interventional,United States,Study of Oral Ibrutinib Capsules to Assess Respiratory Failure in Adult Participants With Severe Acute Respiratory Syndrome Coronavirus-2 (SARS-CoV-2) and Pulmonary Injury,Drug,Ibrutinib,Ibrutinib,46,https://clinicaltrials.gov/show/NCT04375397,Recruiting,2020-08-13,2020-09-10,2020-08-13,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03372,NCT04375761,ClinicalTrials.gov,2020-04-30,2020-05-01,FALSE,National Institute of Allergy and Infectious Diseases (NIAID),Recruiting,Not Applicable,Observational,United States,COVID-19: Human Epidemiology and Response to SARS-CoV-2,Clinical Presentation (Epidemiology),No Intervention,No Intervention,8000,https://clinicaltrials.gov/show/NCT04375761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri03373,NCT04376684,ClinicalTrials.gov,2020-05-04,2020-05-28,TRUE,GlaxoSmithKline,Recruiting,Phase 2,Interventional,"United States, United Kingdom, Spain",Investigating Otilimab in Patients With Severe Pulmonary COVID-19 Related Disease,Drug,Otilimab,Otilimab,800,https://clinicaltrials.gov/show/NCT04376684,Recruiting,2020-12-21,2020-12-21,2020-12-21,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03374,NCT04376775,ClinicalTrials.gov,2020-05-04,2020-05-11,FALSE,"University Hospital, Bordeaux",Not Recruiting,Not Applicable,Observational,France,Assessment of the Impact of COVID-19 on Transplant Patients and on Patients Awaiting Transplantation,Clinical Presentation,No Intervention,No Intervention,3602,https://clinicaltrials.gov/show/NCT04376775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri03375,NCT04377100,ClinicalTrials.gov,2020-05-05,2020-07-01,FALSE,National Institute of Mental Health (NIMH),Not Recruiting,Not Applicable,Interventional,United States,Impact on Anxiety and Motivation of COVID-19 and Predictors of Individual Responses,Other (psych),No Intervention,No Intervention,750,https://clinicaltrials.gov/show/NCT04377100,Not yet recruiting,2021-02-28,2021-02-28,2021-02-28,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03376,NCT04377334,ClinicalTrials.gov,2020-04-16,2020-08-01,FALSE,"University Hospital, Tübingen",Not Recruiting,Phase 2,Interventional,Germany,Mesenchymal Stem Cells (MSCs) in Inflammation-Resolution Programs of Coronavirus Disease 2019 (COVID-19) Induced Acute Respiratory Distress Syndrome (ARDS),ATMP,Cells (mesenchymal),Cells (mesenchymal),40,https://clinicaltrials.gov/show/NCT04377334,Not yet recruiting,2021-04-01,2021-07-01,2021-04-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03377,NCT04377568,ClinicalTrials.gov,2020-04-30,2020-07-15,FALSE,The Hospital for Sick Children,Not Recruiting,Phase 2,Interventional,Canada,Efficacy of Human Coronavirus-immune Convalescent Plasma for the Treatment of COVID-19 Disease in Hospitalized Children,ATMP,Plasma,Plasma,100,https://clinicaltrials.gov/show/NCT04377568,Not yet recruiting,2021-12-01,2022-05-01,2021-12-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03378,NCT04377620,ClinicalTrials.gov,2020-05-04,2020-05-24,FALSE,Incyte Corporation,Recruiting,Phase 3,Interventional,United States,Assessment of Efficacy and Safety of Ruxolitinib in Participants With COVID-19-Associated ARDS Who Require Mechanical Ventilation (RUXCOVID-DEVENT),Drug,Ruxolitinib,Ruxolitinib,500,https://clinicaltrials.gov/show/NCT04377620,Recruiting,2020-09-29,2020-09-29,2020-09-29,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03379,NCT04377776,ClinicalTrials.gov,2020-05-05,2020-05-04,TRUE,IRCCS Ospedale San Raffaele,Not Recruiting,Not Applicable,Observational,Italy,"Observational Study Concerning COVID-19 Infection in Transplanted Kidney, Pancreas or Pancreatic Islet Patients",Clinical Presentation,No Intervention,No Intervention,644,https://clinicaltrials.gov/show/NCT04377776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri03380,NCT04380818,ClinicalTrials.gov,2020-05-04,2020-06-05,FALSE,Grupo de Investigación Clínica en Oncología Radioterapia (GICOR),Recruiting,Not Applicable,Interventional,Spain,Low Dose Anti-inflammatory Radiotherapy for the Treatment of Pneumonia by COVID-19,Other (+ Drug),"Radiation with or without hydroxychloroquine, lopinavir/ritonavir, azithromycin, cortocosteroids, Heparin, oxygen",Radiation; hydroxychloroquine; lopinavir/ritonavir; azithromycin; methylprednisolone; dexamethasone; prednisone; Heparin; oxygen,106,https://clinicaltrials.gov/show/NCT04380818,Recruiting,2021-05-04,2021-07-01,2021-05-04,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03381,NCT04382586,ClinicalTrials.gov,2020-05-07,2020-06-01,FALSE,BeiGene,Recruiting,Phase 2,Interventional,United States,Covid-19 Infection and Pulmonary Distress Treatment With Zanubrutinib in Hospitalized Participants,Drug,Zanubrutinib,Zanubrutinib,52,https://clinicaltrials.gov/show/NCT04382586,Recruiting,2020-07-01,2020-09-01,2020-07-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03382,NCT04382651,ClinicalTrials.gov,2020-05-08,2020-06-11,FALSE,Novartis Pharmaceuticals,Recruiting,Phase 2,Interventional,United States,Study of Efficacy and Safety of MAS825 in Patients With COVID-19,Drug,MAS825,MAS825,120,https://clinicaltrials.gov/show/NCT04382651,Recruiting,2020-08-19,2020-12-01,2020-08-19,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03383,NCT04382794,ClinicalTrials.gov,2020-05-08,2020-05-14,FALSE,University of Milan,Not Recruiting,Not Applicable,Observational,Italy,Sitagliptin Treatment in Diabetic COVID-19 Positive Patients,Drug,Sitagliptin,Sitagliptin,319,https://clinicaltrials.gov/show/NCT04382794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri03384,NCT04383444,ClinicalTrials.gov,2020-05-09,2020-07-01,FALSE,National Institute of Allergy and Infectious Diseases (NIAID),Recruiting,Not Applicable,Observational,United States,Surveillance of Individuals Following SARS-CoV-2 Exposure,Clinical Presentation (Epidemiology),No Intervention,No Intervention,1050,https://clinicaltrials.gov/show/NCT04383444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri03385,NCT04383457,ClinicalTrials.gov,2020-05-04,2020-06-15,FALSE,Vastra Gotaland Region,Recruiting,Not Applicable,Observational,Sweden,Covid-19 Triage Using Camera-based AI,Other (device),Other,Other,500,https://clinicaltrials.gov/show/NCT04383457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri03386,NCT04383613,ClinicalTrials.gov,2020-05-05,2020-05-15,FALSE,"St. Michael's Hospital, Toronto",Recruiting,Not Applicable,Interventional,Canada,Prone Positioning for Patients on General Medical Wards With COVID19,Procedure,Positioning,Positioning,350,https://clinicaltrials.gov/show/NCT04383613,Recruiting,2020-12-11,2020-12-11,2020-12-11,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03387,NCT04384055,ClinicalTrials.gov,2020-05-08,2020-03-21,TRUE,Stanford University,Recruiting,Not Applicable,Observational,United States,Predicting Outcomes for Covid-19 Using Sonography,Prognosis,No Intervention,No Intervention,200,https://clinicaltrials.gov/show/NCT04384055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri03388,NCT04385238,ClinicalTrials.gov,2020-05-10,2020-05-15,FALSE,Pregistry,Not Recruiting,Not Applicable,Observational,United States,Health and Wellbeing of Pregnant and Post-Partum Women During the COVID-19 Pandemic,Other (psych),No Intervention,No Intervention,7000,https://clinicaltrials.gov/show/NCT04385238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri03389,NCT04386252,ClinicalTrials.gov,2020-05-11,2020-07-01,FALSE,"Aivita Biomedical, Inc.",Not Recruiting,Phase 1/Phase 2,Interventional,United States,Phase Ib-II Trial of Dendritic Cell Vaccine to Prevent COVID-19 in Adults,ATMP,Vaccine,Vaccine,180,https://clinicaltrials.gov/show/NCT04386252,Not yet recruiting,2020-12-01,2021-03-01,2020-12-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03390,NCT04386616,ClinicalTrials.gov,2020-05-11,2020-06-02,FALSE,"Genentech, Inc.",Recruiting,Phase 2,Interventional,United States,A Study to Evaluate the Safety and Efficacy of MSTT1041A (Astegolimab) or UTTR1147A in Patients With Severe COVID-19 Pneumonia,Drug,Astegolimab vs. UTTR1147A,Astegolimab; UTTR1147A,300,https://clinicaltrials.gov/show/NCT04386616,Recruiting,2020-09-24,2020-10-27,2020-09-24,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03391,NCT04387656,ClinicalTrials.gov,2020-05-13,2020-05-21,FALSE,National Cancer Institute (NCI),Recruiting,Not Applicable,Observational,United States,"NCI COVID-19 in Cancer Patients, NCCAPS Study",Clinical Presentation,No Intervention,No Intervention,2000,https://clinicaltrials.gov/show/NCT04387656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri03392,NCT04387760,ClinicalTrials.gov,2020-05-09,2020-07-14,FALSE,Royal College of Surgeons in Ireland - Medical University of Bahrain,Not Recruiting,Phase 2/Phase 3,Interventional,Bahrain,Favipiravir vs Hydroxychloroquine in COVID -19,Drug,Hydroxychloroquine vs. Favipiravir,Hydroxychloroquine; Favipiravir,150,https://clinicaltrials.gov/show/NCT04387760,Not yet recruiting,2020-07-14,2020-08-14,2020-07-14,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03393,NCT04387799,ClinicalTrials.gov,2020-05-13,2020-05-13,FALSE,Catholic University of the Sacred Heart,Not Recruiting,Not Applicable,Observational,Italy,Determinants of COVID-19 Pneumonia (MC-19),Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,520,https://clinicaltrials.gov/show/NCT04387799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri03394,NCT04388826,ClinicalTrials.gov,2020-05-13,2020-06-18,FALSE,Veru Inc.,Recruiting,Phase 2,Interventional,United States,COVID-19 Treatment of Severe Acute Respiratory Syndrome With Veru-111,Drug,Veru-111,Veru-111,40,https://clinicaltrials.gov/show/NCT04388826,Recruiting,2020-07-30,2020-08-30,2020-07-30,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03395,NCT04389411,ClinicalTrials.gov,2020-05-13,2020-07-01,FALSE,McGill University,Not Recruiting,Phase 3,Interventional,No Country Given,The COvid-19 Symptom MOntelukast Trial,Drug,Montelukast,Montelukast,600,https://clinicaltrials.gov/show/NCT04389411,Not yet recruiting,2021-02-01,2021-06-01,2021-02-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03396,NCT04389710,ClinicalTrials.gov,2020-04-27,2020-04-15,TRUE,Thomas Jefferson University,Recruiting,Phase 2,Interventional,United States,Convalescent Plasma for the Treatment of COVID-19,ATMP,Plasma,Plasma,100,https://clinicaltrials.gov/show/NCT04389710,Recruiting,2021-04-14,2021-04-14,2021-04-14,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03397,NCT04389840,ClinicalTrials.gov,2020-05-13,2020-06-03,FALSE,Chimerix,Recruiting,Phase 2/Phase 3,Interventional,United States,Dociparstat for the Treatment of Severe COVID-19 in Adults at High Risk of Respiratory Failure,Drug,Heparin,Heparin,524,https://clinicaltrials.gov/show/NCT04389840,Recruiting,2021-02-01,2021-03-01,2021-02-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03398,NCT04390126,ClinicalTrials.gov,2020-05-14,2020-04-20,TRUE,CHU Dijon,Not Recruiting,Not Applicable,Observational,France,COVID-19 Related Lockdown Effects On Chronic Diseases,Other,Other,Other,1200,https://clinicaltrials.gov/show/NCT04390126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri03399,NCT04391309,ClinicalTrials.gov,2020-05-14,2020-07-01,FALSE,Implicit Bioscience,Not Recruiting,Phase 2,Interventional,United States,IC14 (Anti-CD14) Treatment in Patients With SARS-CoV-2 (COVID-19),Drug,IC14,IC14,300,https://clinicaltrials.gov/show/NCT04391309,Not yet recruiting,2021-07-01,2021-09-01,2021-07-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03400,NCT04391816,ClinicalTrials.gov,2020-05-15,2020-07-01,FALSE,National Institute on Alcohol Abuse and Alcoholism (NIAAA),Recruiting,Not Applicable,Observational,United States,COVID-19 Pandemic Impact on Alcohol (PIA) - A Natural History Study,Other,No Intervention,No Intervention,700,https://clinicaltrials.gov/show/NCT04391816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri03401,NCT04392219,ClinicalTrials.gov,2020-04-29,2020-04-10,TRUE,Ridgeback Biotherapeutics,Recruiting,Phase 1,Interventional,"United States, United Kingdom","COVID-19 First In Human Study to Evaluate Safety, Tolerability, and Pharmacokinetics of EIDD-2801 in Healthy Volunteers",Drug,EIDD-2801,EIDD-2801,130,https://clinicaltrials.gov/show/NCT04392219,Recruiting,2020-08-08,2020-08-08,2020-08-08,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03402,NCT04392973,ClinicalTrials.gov,2020-05-10,2020-05-21,FALSE,King Abdullah International Medical Research Center,Recruiting,Not Applicable,Interventional,Saudi Arabia,FAvipiravir and HydroxyChloroquine Combination Therapy,Drug,Favipiravir + Hydroxychloroquine,Favipiravir; Hydroxychloroquine,520,https://clinicaltrials.gov/show/NCT04392973,Recruiting,2021-11-01,2021-11-01,2021-11-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03403,NCT04393311,ClinicalTrials.gov,2020-05-15,2020-07-01,FALSE,Stanford University,Not Recruiting,Phase 1/Phase 2,Interventional,United States,Ulinastatin for the Treatment of COVID-19 in Hospitalized Patients,Drug,Ulinastatin,Ulinastatin,150,https://clinicaltrials.gov/show/NCT04393311,Not yet recruiting,2021-01-01,2021-01-01,2021-01-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03404,NCT04393948,ClinicalTrials.gov,2020-05-15,2020-06-01,FALSE,Brigham and Women's Hospital,Recruiting,Not Applicable,Interventional,United States,Lung Irradiation for COVID-19 Pneumonia,Other,Radiation,Radiation,48,https://clinicaltrials.gov/show/NCT04393948,Recruiting,2020-10-01,2020-11-01,2020-10-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03405,NCT04394117,ClinicalTrials.gov,2020-05-18,2020-06-19,FALSE,The George Institute for Global Health,Recruiting,Phase 4,Interventional,Australia,Controlled evaLuation of Angiotensin Receptor Blockers for COVID-19 respIraTorY Disease,Drug,ARBs,ARBs,605,https://clinicaltrials.gov/show/NCT04394117,Recruiting,2021-01-30,2021-04-30,2021-01-30,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03406,NCT04394377,ClinicalTrials.gov,2020-05-08,2020-06-21,FALSE,Brazilian Clinical Research Institute,Recruiting,Phase 4,Interventional,Brazil,Full Anticoagulation Versus Prophylaxis in COVID-19: COALIZAO ACTION Trial,Drug,Rivaroxaban + Heparin,Rivaroxaban; Heparin,600,https://clinicaltrials.gov/show/NCT04394377,Recruiting,2020-12-01,2020-12-01,2020-12-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03407,NCT04394793,ClinicalTrials.gov,2020-05-17,2020-06-13,FALSE,All India Institute of Medical Sciences,Recruiting,Not Applicable,Interventional,India,Low Dose Radiation Therapy for Covid-19 Pneumonia,Other,Radiation,Radiation,10,https://clinicaltrials.gov/show/NCT04394793,Recruiting,2020-07-01,2020-08-01,2020-07-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03408,NCT04394884,ClinicalTrials.gov,2020-05-19,2020-07-01,FALSE,National Institute of Allergy and Infectious Diseases (NIAID),Recruiting,Not Applicable,Observational,United States,Pathogenesis of BTK-mediated Hyper-Inflammatory Responses in COVID-19 (RESPOND),Clinical Presentation,No Intervention,No Intervention,160,https://clinicaltrials.gov/show/NCT04394884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri03409,NCT04395300,ClinicalTrials.gov,2020-05-19,2020-03-30,TRUE,Assiut University,Not Recruiting,Not Applicable,Observational,Egypt,Sleep Quality in Healthcare Personnel During COVID-19,Other (psych),No Intervention,No Intervention,143,https://clinicaltrials.gov/show/NCT04395300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri03410,NCT04395859,ClinicalTrials.gov,2020-05-18,2020-05-27,FALSE,Fondation Ophtalmologique Adolphe de Rothschild,Recruiting,Not Applicable,Observational,France,Collateral Damage From the COVID-19 Pandemic Observed in Patients Treated With Intravitreal Injections (IVT) of Anti-angiogenic Agents,Clinical Presentation,No Intervention,No Intervention,1500,https://clinicaltrials.gov/show/NCT04395859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri03411,NCT04396353,ClinicalTrials.gov,2020-05-18,2020-06-04,FALSE,University of São Paulo General Hospital,Recruiting,Not Applicable,Observational,Brazil,EXercise TRAining and Sedentary Lifestyle on Clinical Outcomes in Patients With COVID-19,Other (exercise),Exercise,Exercise,1061,https://clinicaltrials.gov/show/NCT04396353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri03412,NCT04397718,ClinicalTrials.gov,2020-05-14,2020-07-01,FALSE,VA Office of Research and Development,Not Recruiting,Phase 2,Interventional,United States,Hormonal Intervention for the Treatment in Veterans With COVID-19 Requiring Hospitalization,Drug,Degarelix,Degarelix,198,https://clinicaltrials.gov/show/NCT04397718,Not yet recruiting,2020-11-01,2020-11-01,2020-11-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03413,NCT04399005,ClinicalTrials.gov,2020-05-19,2020-05-25,FALSE,The First Affiliated Hospital of Zhejiang Chinese Medical University,Not Recruiting,Not Applicable,Interventional,China,The Efficacy Comparing Daily and After-each-case Room Disinfection.,Other,Other,Other,240,https://clinicaltrials.gov/show/NCT04399005,Completed,2020-06-05,2020-06-10,2020-06-05,0,0,TRUE,TRUE,FALSE,2020-06-10,2020-06-05,2020-06-10,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,TRUE,FALSE,NA,NA
tri03414,NCT04399317,ClinicalTrials.gov,2020-05-18,2020-05-28,FALSE,Hamad Medical Corporation,Recruiting,Not Applicable,Interventional,Qatar,Flow Controlled Ventilation in ARDS Associated With COVID-19,Other (physical),Mechanical ventilation,Mechanical ventilation,20,https://clinicaltrials.gov/show/NCT04399317,Recruiting,2020-07-01,2020-08-01,2020-07-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03415,NCT04399889,ClinicalTrials.gov,2020-05-21,2020-06-18,FALSE,"Joanne Kurtzberg, MD",Recruiting,Phase 1/Phase 2,Interventional,United States,hCT-MSCs for COVID19 ARDS,ATMP,Cells (mesenchymal),Cells (mesenchymal),30,https://clinicaltrials.gov/show/NCT04399889,Recruiting,2021-04-01,2021-07-31,2021-04-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03416,NCT04399967,ClinicalTrials.gov,2020-05-19,2020-06-13,FALSE,University of Hong Kong,Recruiting,Not Applicable,Interventional,China,"COVID-19 Brief Advice and Chat-based Support for Smoking Cessation Via ""Quit to Win"" Contest 2020",Other,Other,Other,842,https://clinicaltrials.gov/show/NCT04399967,Recruiting,2021-06-30,2022-06-30,2021-06-30,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03417,NCT04401449,ClinicalTrials.gov,2020-05-22,2020-05-20,TRUE,National Institutes of Health Clinical Center (CC),Recruiting,Not Applicable,Observational,United States,Cardiopulmonary Inflammation and Multi-System Imaging During the Clinical Course of COVID-19 Infection in Asymptomatic and Symptomatic Persons,Clinical Presentation,No Intervention,No Intervention,92,https://clinicaltrials.gov/show/NCT04401449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri03418,NCT04401579,ClinicalTrials.gov,2020-05-22,2020-05-08,FALSE,National Institute of Allergy and Infectious Diseases (NIAID),Recruiting,Phase 3,Interventional,"United States, Singapore, Japan, Mexico, South Korea",Adaptive COVID-19 Treatment Trial 2 (ACTT-II),Drug,Baricitinib + Remdesivir vs. Remdesivir,Baricitinib; Remdesivir,1032,https://clinicaltrials.gov/show/NCT04401579,Recruiting,2023-08-01,2023-08-01,2023-08-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03419,NCT04402866,ClinicalTrials.gov,2020-05-22,2020-06-24,TRUE,Theravance Biopharma,Recruiting,Phase 2,Interventional,United Kingdom,TD-0903 for ALI Associated With COVID-19,Drug,TD-0903,TD-0903,159,https://clinicaltrials.gov/show/NCT04402866,Recruiting,2020-10-01,2020-10-01,2020-10-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03420,NCT04403386,ClinicalTrials.gov,2020-05-23,2020-06-01,FALSE,National Institute of Environmental Health Sciences (NIEHS),Recruiting,Not Applicable,Observational,United States,"Prospective Natural History Study of Smoking, Immune Cell Profiles, Epigenetics and COVID-19",Clinical Presentation,No Intervention,No Intervention,200,https://clinicaltrials.gov/show/NCT04403386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri03421,NCT04404361,ClinicalTrials.gov,2020-05-22,2020-05-22,FALSE,CTI BioPharma,Recruiting,Phase 3,Interventional,United States,PRE-VENT Study in Hospitalized Patients With Severe COVID-19 With or Without Cancer,Drug,Pacritinib,Pacritinib,358,https://clinicaltrials.gov/show/NCT04404361,Recruiting,2020-07-31,2021-10-31,2020-07-31,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
